fact,year,date,source
"1945: World War II: Hiroshima, Japan is devastated when the atomic bomb ""Little Boy"" is dropped by the United States B-29 Enola Gay. Around 70,000 people are killed instantly, and some tens of thousands die in subsequent years from burns and radiation poisoning.",1945,8/6,wikipedia/muffinlabs
"1956: After going bankrupt in 1955, the American broadcaster DuMont Television Network makes its final broadcast, a boxing match from St. Nicholas Arena in New York in the Boxing from St. Nicholas Arena series.",1956,8/6,wikipedia/muffinlabs
"1958: Law of Permanent Defense of Democracy, outlawing the Communist Party of Chile and banning 26,650 persons from the electoral lists, is repealed in Chile.",1958,8/6,wikipedia/muffinlabs
1960: Cuban Revolution: Cuba nationalizes American and foreign-owned property in the nation.,1960,8/6,wikipedia/muffinlabs
1965: US President Lyndon B. Johnson signs the Voting Rights Act of 1965 into law.,1965,8/6,wikipedia/muffinlabs
"1991: Takako Doi, chair of the Social Democratic Party, becomes Japan's first female speaker of the House of Representatives.",1991,8/6,wikipedia/muffinlabs
"1996: NASA announces that the ALH 84001 meteorite, thought to originate from Mars, contains evidence of primitive life-forms.",1996,8/6,wikipedia/muffinlabs
"2008: A military junta led by Mohamed Ould Abdel Aziz stages a coup d'état in Mauritania, overthrowing president Sidi Ould Cheikh Abdallahi.",2008,8/6,wikipedia/muffinlabs
"2011: War in Afghanistan: A United States military helicopter is shot down, killing 30 American special forces members and a working dog, seven Afghan soldiers, and one Afghan civilian. It was the deadliest single event for the United States in the War in Afghanistan.",2011,8/6,wikipedia/muffinlabs
2012: NASA's Curiosity rover lands on the surface of Mars.,2012,8/6,wikipedia/muffinlabs
1679: The brigantine Le Griffon becomes the first ship to sail the upper Great Lakes of North America.,1679,8/7,wikipedia/muffinlabs
1782: George Washington orders the creation of the Badge of Military Merit to honor soldiers wounded in battle. It is later renamed to the more poetic Purple Heart.,1782,8/7,wikipedia/muffinlabs
1786: The first federal Indian Reservation is created by the United States.,1786,8/7,wikipedia/muffinlabs
1789: The United States Department of War is established.,1789,8/7,wikipedia/muffinlabs
"1791: American troops destroy the Miami town of Kenapacomaqua near the site of present-day Logansport, Indiana in the Northwest Indian War.",1791,8/7,wikipedia/muffinlabs
1794: U.S. President George Washington invokes the Militia Acts of 1792 to suppress the Whiskey Rebellion in western Pennsylvania.,1794,8/7,wikipedia/muffinlabs
"1909: Alice Huyler Ramsey and three friends become the first women to complete a transcontinental auto trip, taking 59 days to travel from New York, New York to San Francisco, California.",1909,8/7,wikipedia/muffinlabs
"1927: The Peace Bridge opens between Fort Erie, Ontario and Buffalo, New York.",1927,8/7,wikipedia/muffinlabs
"1930: The last confirmed lynching of black people in the Northern United States occurs in Marion, Indiana; two men, Thomas Shipp and Abram Smith, are murdered.",1930,8/7,wikipedia/muffinlabs
1942: World War II: The Battle of Guadalcanal begins as the United States Marines initiate the first American offensive of the war with landings on Guadalcanal and Tulagi in the Solomon Islands.,1942,8/7,wikipedia/muffinlabs
"1947: Thor Heyerdahl's balsa wood raft, the Kon-Tiki, smashes into the reef at Raroia in the Tuamotu Islands after a 101-day, 7,000 kilometres (4,300 mi) journey across the Pacific Ocean in an attempt to prove that pre-historic peoples could have traveled from South America.",1947,8/7,wikipedia/muffinlabs
"1959: Explorer program: Explorer 6 launches from the Atlantic Missile Range in Cape Canaveral, Florida.",1959,8/7,wikipedia/muffinlabs
1962: Canadian-born American pharmacologist Frances Oldham Kelsey is awarded the U.S. President's Award for Distinguished Federal Civilian Service for her refusal to authorize thalidomide.,1962,8/7,wikipedia/muffinlabs
1964: Vietnam War: The U.S. Congress passes the Gulf of Tonkin Resolution giving U.S. President Lyndon B. Johnson broad war powers to deal with North Vietnamese attacks on American forces.,1964,8/7,wikipedia/muffinlabs
"1969: Richard Nixon appoints Luis R. Bruce, a Mohawk-Oglala Sioux and co-founder of the National Congress of American Indians, as the new commissioner of the Bureau of Indian Affairs.",1969,8/7,wikipedia/muffinlabs
1970: California judge Harold Haley is taken hostage in his courtroom and killed during an effort to free George Jackson from police custody.,1970,8/7,wikipedia/muffinlabs
1978: U.S. President Jimmy Carter declares a federal emergency at Love Canal due to toxic waste that had been disposed of negligently.,1978,8/7,wikipedia/muffinlabs
1981: The Washington Star ceases all operations after 128 years of publication.,1981,8/7,wikipedia/muffinlabs
"1987: Cold War: Lynne Cox becomes the first person to swim from the United States to the Soviet Union, crossing the Bering Strait from Little Diomede Island in Alaska to Big Diomede in the Soviet Union.",1987,8/7,wikipedia/muffinlabs
1989: U.S. Congressman Mickey Leland (D-TX) and 15 others die in a plane crash in Ethiopia.,1989,8/7,wikipedia/muffinlabs
1990: First American soldiers arrive in Saudi Arabia as part of the Gulf War.,1990,8/7,wikipedia/muffinlabs
"1993: Ada Deer, a Menominee activist, is sworn in as the head of the Bureau of Indian Affairs.",1993,8/7,wikipedia/muffinlabs
"1997: Space Shuttle Program: The Space Shuttle Discovery launches on STS-85 from the Kennedy Space Center in Cape Canaveral, Florida.",1997,8/7,wikipedia/muffinlabs
"1998: Bombings at United States embassies in Dar es Salaam, Tanzania and Nairobi, Kenya kill approximately 212 people.",1998,8/7,wikipedia/muffinlabs
2008: The start of the Russo-Georgian War over the territory of South Ossetia.,2008,8/7,wikipedia/muffinlabs
"685 BC: Spring and Autumn period: Battle of Qianshi: Upon the death of the previous Duke of Qi, Gongsun Wuzhi, Duke Zhuang of Lu sends an army into the Duchy of Qi to install the exiled Qi prince Gongzi Jiu as the new Duke of Qi - but is defeated at Qianshi by Jiu's brother and rival claimant, the newly inaugurated Duke Huan of Qi.",685 BC,8/8,wikipedia/muffinlabs
1647: The Irish Confederate Wars and Wars of the Three Kingdoms: Battle of Dungan's Hill: English Parliamentary forces defeat Irish forces.,1647,8/8,wikipedia/muffinlabs
1831: Four hundred Shawnee people agree to relinquish their lands in Ohio in exchange for land west of the Mississippi River in the Treaty of Wapakoneta.,1831,8/8,wikipedia/muffinlabs
"1863: American Civil War: Following his defeat in the Battle of Gettysburg, General Robert E. Lee sends a letter of resignation to Confederate President Jefferson Davis (which is refused upon receipt).",1863,8/8,wikipedia/muffinlabs
"1863: Tennessee Military Governor Andrew Johnson frees his personal slaves in Greeneville, Tennessee despite them being exempt from the Emancipation Proclamation, now commemorated as Emancipation Day in the state.",1863,8/8,wikipedia/muffinlabs
1876: Thomas Edison receives a patent for his mimeograph.,1876,8/8,wikipedia/muffinlabs
"1903: Black Saturday occurs, killing 12 in a stadium collapse in Philadelphia.",1903,8/8,wikipedia/muffinlabs
"1908: Wilbur Wright makes the Wright Brothers' first public flight, at a racecourse at Le Mans, France.",1908,8/8,wikipedia/muffinlabs
1942: Quit India Movement is launched in India against the British rule in response to Mohandas Gandhi's call for swaraj or complete independence.,1942,8/8,wikipedia/muffinlabs
"1945: The London Charter is signed by France, the United Kingdom, the Soviet Union and the United States, establishing the laws and procedures for the Nuremberg trials.",1945,8/8,wikipedia/muffinlabs
"1973: Kim Dae-jung, a South Korean politician and later president of South Korea, is kidnapped.",1973,8/8,wikipedia/muffinlabs
"1974: President Richard Nixon, in a nationwide television address, announces his resignation from the office of the President of the United States effective noon the next day.",1974,8/8,wikipedia/muffinlabs
1988: The first night baseball game in the history of Chicago's Wrigley Field (game was rained out in the fourth inning).,1988,8/8,wikipedia/muffinlabs
2000: Confederate submarine H.L. Hunley is raised to the surface after 136 years on the ocean floor and 30 years after its discovery by undersea explorer E. Lee Spence.,2000,8/8,wikipedia/muffinlabs
"2007: An EF2 tornado touches down in Kings County and Richmond County, New York, the most powerful tornado in New York to date and the first in Brooklyn since 1889.",2007,8/8,wikipedia/muffinlabs
"2015: Eight people are killed in a shooting in Harris County, Texas.",2015,8/8,wikipedia/muffinlabs
"2022: The Federal Bureau of Investigation (FBI) executes a search warrant at former president Donald Trump's residence in Mar-a-Lago, Palm Beach, Florida.",2022,8/8,wikipedia/muffinlabs
48 BC: Caesar's Civil War: Battle of Pharsalus: Julius Caesar decisively defeats Pompey at Pharsalus and Pompey flees to Egypt.,48 BC,8/9,wikipedia/muffinlabs
"1329: Quilon, the first Indian Christian Diocese, is erected by Pope John XXII; the French-born Jordanus is appointed the first Bishop.",1329,8/9,wikipedia/muffinlabs
1610: The First Anglo-Powhatan War begins in colonial Virginia.,1610,8/9,wikipedia/muffinlabs
"1814: American Indian Wars: The Creek sign the Treaty of Fort Jackson, giving up huge parts of Alabama and Georgia.",1814,8/9,wikipedia/muffinlabs
"1842: The Webster-Ashburton Treaty is signed, establishing the United States-Canada border east of the Rocky Mountains.",1842,8/9,wikipedia/muffinlabs
1854: American Transcendentalist philosopher Henry David Thoreau publishes his memoir Walden.,1854,8/9,wikipedia/muffinlabs
"1862: American Civil War: Battle of Cedar Mountain: At Cedar Mountain, Virginia, Confederate General Stonewall Jackson narrowly defeats Union forces under General John Pope.",1862,8/9,wikipedia/muffinlabs
1877: American Indian Wars: Battle of the Big Hole: A small band of Nez Percé Indians clash with the United States Army.,1877,8/9,wikipedia/muffinlabs
1892: Thomas Edison receives a patent for a two-way telegraph.,1892,8/9,wikipedia/muffinlabs
"1897: The first International Congress of Mathematicians is held in Zürich, Switzerland.",1897,8/9,wikipedia/muffinlabs
"1925: A train robbery takes place in Kakori, near Lucknow, India, by the Indian independence revolutionaries, against the British government.",1925,8/9,wikipedia/muffinlabs
1944: The United States Forest Service and the Wartime Advertising Council release posters featuring Smokey Bear for the first time.,1944,8/9,wikipedia/muffinlabs
"1945: World War II: Nagasaki is devastated when an atomic bomb, Fat Man, is dropped by the United States B-29 Bockscar. Thirty-five thousand people are killed outright, including 23,200-28,200 Japanese war workers, 2,000 Korean forced workers, and 150 Japanese soldiers.",1945,8/9,wikipedia/muffinlabs
"1971: The Troubles: In Northern Ireland, the British authorities launch Operation Demetrius. The operation involves the mass arrest and internment without trial of individuals suspected of being affiliated with the Irish Republican Army (PIRA). Mass riots follow, and thousands of people flee or are forced out of their homes.",1971,8/9,wikipedia/muffinlabs
"1974: As a direct result of the Watergate scandal, Richard Nixon becomes the first president of the United States to resign from office. Vice President Gerald Ford becomes president.",1974,8/9,wikipedia/muffinlabs
1993: The Liberal Democratic Party of Japan loses a 38-year hold on national leadership.,1993,8/9,wikipedia/muffinlabs
